"","peiid","phiid","hzname","genhz","hzdept","hzdepb","clay","silt","sand","fragvoltot","texture","texcl","lieutex","phfield","effclass","labsampnum","rupresblkdry","stickiness","plasticity","ksatpedon","texture_class","d_r","d_g","d_b","d_hue","d_value","d_chroma","d_sigma","m_r","m_g","m_b","m_hue","m_value","m_chroma","m_sigma","moist_soil_color","dry_soil_color","fine_gravel","gravel","cobbles","stones","boulders","channers","flagstones","parafine_gravel","paragravel","paracobbles","parastones","paraboulders","parachanners","paraflagstones","unspecified","total_frags_pct_nopf","total_frags_pct","art_fgr","art_gr","art_cb","art_st","art_by","art_ch","art_fl","art_unspecified","total_art_pct","huartvol_cohesive","huartvol_penetrable","huartvol_innocuous","huartvol_persistent","soil_color","hzID"
"11","115819","580843","Bt3",NA,51,74,35,NA,NA,0,"CL","cl",NA,6,"none","01N01570","moderately hard","moderately sticky","moderately plastic",NA,"cl",0.651690566604579,0.432094659694293,0.276238863034852,"5YR",5,6,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#A66E46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","19"
"12","115819","580844","Cr",NA,74,81,NA,NA,NA,0,"BR",NA,"br",NA,NA,NA,NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"20"
"13","115827","580878","Oi",NA,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,"01N01582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"21"
"14","115827","580879","A",NA,1,5,14,NA,NA,0,"GR-L","l",NA,6.30000019073486,NA,"01N01582","hard","nonsticky","slightly plastic",NA,"l",0.603281399550444,0.449763382296522,0.349932248501304,"5YR",5,4,NA,0.478992036156709,0.354581735026589,0.282167032877258,"5YR",4,3,NA,"#7A5A48","#9A7359",20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7A5A48","22"
"15","115827","580880","BAt",NA,5,15,16,NA,NA,0,"GR-L","l",NA,6.30000019073486,NA,"01N01583","hard","nonsticky","slightly plastic",NA,"l",0.603281399550444,0.449763382296522,0.349932248501304,"5YR",5,4,NA,0.478992036156709,0.354581735026589,0.282167032877258,"5YR",4,3,NA,"#7A5A48","#9A7359",25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7A5A48","23"
"16","115827","580881","Bt1",NA,15,30,20,NA,NA,0,"L","l",NA,6.30000019073486,NA,"01N01584","hard","nonsticky","slightly plastic",NA,"l",0.651690566604579,0.432094659694293,0.276238863034852,"5YR",5,6,NA,0.394032442108504,0.249997746269133,0.166826692137077,"5YR",3,4,NA,"#64402B","#A66E46",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"#64402B","24"
"17","115827","580882","Bt2",NA,30,58,28,NA,NA,0,"GR-CL","cl",NA,6.30000019073486,NA,"01N01585","hard","slightly sticky","moderately plastic",NA,"cl",0.651690566604579,0.432094659694293,0.276238863034852,"5YR",5,6,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#A66E46",0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","25"
"18","115827","580883","Bt3",NA,58,79,30,NA,NA,0,"GR-CL","cl",NA,6.30000019073486,NA,"01N01586","hard","slightly sticky","moderately plastic",NA,"cl",0.651690566604579,0.432094659694293,0.276238863034852,"5YR",5,6,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#A66E46",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","26"
"19","115827","580884","Crt",NA,79,107,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"27"
"20","115827","580885","R",NA,107,108,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"28"
"21","1193371","5932404","H1",NA,0,80,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"625"
"22","1193371","5932405","Cr",NA,80,105,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"626"
"23","207242","1014459","A","A",0,10,12,48,40,5,"L","l",NA,5.80000019073486,NA,"07N03108","soft","slightly sticky","slightly plastic",NA,"l",0.651690566604579,0.432094659694293,0.276238863034852,"5YR",5,6,NA,0.394032442108504,0.249997746269133,0.166826692137077,"5YR",3,4,NA,"#64402B","#A66E46",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#64402B","29"
"24","207242","1014458","Bw","Bt1",10,48,12,48,40,12,"L","l",NA,6.5,NA,"07N03109","slightly hard","slightly sticky","slightly plastic",NA,"l",0.59605,0.38083,0.23024,"5YR",4,6,0.0341765363078565,0.446891547602388,0.220616206211562,0.127941743009331,"2.5YR",3,6,NA,"#723821","#98613B",0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"#723821","30"
"25","207242","1014457","Bt1","Bt1",48,84,18,41,45,15,"L","l",NA,6.30000019073486,NA,"07N03110","slightly hard","slightly sticky","slightly plastic",NA,"l",0.59605,0.38083,0.23024,"5YR",4,6,0.0341765363078565,0.446891547602388,0.220616206211562,0.127941743009331,"2.5YR",3,6,NA,"#723821","#98613B",0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,"#723821","31"
"26","207242","1014456","Bt2","Bt2",84,94,18,32,50,20,"PCB-L","l",NA,6.5,NA,"07N03111","hard","slightly sticky","slightly plastic",NA,"l",0.59605,0.38083,0.23024,"5YR",4,6,0.0341765363078565,0.446891547602388,0.220616206211562,0.127941743009331,"2.5YR",3,6,NA,"#723821","#98613B",5,5,5,0,0,0,0,0,0,10,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"#723821","32"
"27","207242","1014455","BCt","BCt",94,99,16,34,50,45,"PCBV-L","l",NA,6.5,NA,"07N03112","hard","slightly sticky","slightly plastic",NA,"l",0.446891547602388,0.220616206211562,0.127941743009331,"2.5YR",3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#723821",5,5,10,0,0,0,0,0,0,30,0,0,0,0,0,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"33"
"28","207242","1014454","Cr","Cr",99,200,NA,NA,NA,0,"BR",NA,"br",NA,NA,"07N03113",NA,NA,NA,NA,"br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"34"
"29","207255","1019137","A1","A",0,3,19,66,15,5,"SIL","sil",NA,6,"none",NA,"moderately hard","nonsticky","nonplastic",NA,"sil",0.471354415000155,0.358982747804929,0.268153002774733,"7.5YR",4,3,NA,0.372404901317465,0.258460549285024,0.196488873610175,"5YR",3,3,NA,"#5F4232","#785C44",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#5F4232","35"
"30","207255","1019136","A2","A",3,13,22,63,15,7,"SIL","sil",NA,6.19999980926514,"none",NA,"hard","nonsticky","slightly plastic",NA,"sil",0.502631410365579,0.346240136796946,0.249955583871559,"5YR",4,4,NA,0.404700241503793,0.243020242581879,0.183679862797982,"2.5YR",3,4,NA,"#673E2F","#805840",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"#673E2F","36"
"31","207255","1019135","Bt1","Bt1",13,25,28,45,27,12,"CL","cl",NA,6.09999990463257,"none",NA,"very hard","slightly sticky","slightly plastic",NA,"cl",0.576544154328922,0.458171843141699,0.384414160858791,"5YR",5,3,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#937562",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","37"
"32","207255","1019134","Bt2","Bt2",25,38,35,40,25,56,"CL","cl",NA,6.09999990463257,"none",NA,"very hard","moderately sticky","moderately plastic",NA,"cl",0.691104817363354,0.415005254692807,0.196390529206123,"5YR",5,8,NA,0.446891547602388,0.220616206211562,0.127941743009331,"2.5YR",3,6,NA,"#723821","#B06A32",0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,"#723821","38"
"33","207255","1019133","Bt3","Bt2",38,73,43,32,25,8,"C","c",NA,6,"none",NA,"extremely hard","moderately sticky","moderately plastic",NA,"c",0.555086801669672,0.320543267324713,0.216246648044736,"2.5YR",4,6,NA,0.446891547602388,0.220616206211562,0.127941743009331,"2.5YR",3,6,NA,"#723821","#8E5237",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"#723821","39"
"34","207255","1019132","Cr","Cr",73,97,NA,NA,NA,0,"BR",NA,"br",6.90000009536743,NA,NA,NA,NA,NA,NA,"br",0.86919686796551,0.639600994570395,0.471557244141275,"5YR",7,6,NA,0.651690566604579,0.432094659694293,0.276238863034852,"5YR",5,6,NA,"#A66E46","#DEA378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#A66E46","40"
"35","268820","1258320","A","A",0,10,15,50,35,10,"L","l",NA,6.80000019073486,NA,NA,"hard","nonsticky","nonplastic",NA,"l",0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,0.382702209935083,0.256739122625714,0.150693611746242,"7.5YR",3,4,NA,"#624126","#865728",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"#624126","41"
"36","268820","1258321","Bt1","Bt1",10,23,19,61,20,24,"GR-SIL","sil",NA,6.69999980926514,NA,NA,"hard","slightly sticky","slightly plastic",NA,"sil",0.637312000683057,0.440849295810215,0.248469983097938,"7.5YR",5,6,NA,0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,"#865728","#A3703F",0,16,0,0,0,0,0,0,0,8,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,"#865728","42"
"37","268820","1258322","Bt2","Bt2",23,33,32,55,13,5,"SICL","sicl",NA,6.90000009536743,NA,NA,"very hard","slightly sticky","moderately plastic",NA,"sicl",0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,"#8A542F","#8A542F",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#8A542F","43"
"38","268820","1258323","2Bt3","Bt2",33,48,38,49,13,10,"SICL","sicl",NA,6.90000009536743,NA,NA,"moderately hard","slightly sticky","moderately plastic",NA,"sicl",0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,"#865728","#865728",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"#865728","44"
"39","268820","1258324","2BCt","BCt",48,64,28,NA,NA,23,"PGR-SICL","sicl",NA,6.69999980926514,NA,NA,"hard","moderately sticky","moderately plastic",NA,"sicl",0.615741662283562,0.452396944704544,0.217776103977673,"10YR",5,6,NA,0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,"#865728","#9D7338",0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,"#865728","45"
"40","268820","1258325","2Cr","Cr",64,90,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615741662283562,0.452396944704544,0.217776103977673,"10YR",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#9D7338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"46"
"41","307574","1386479","A","A",0,13,NA,NA,NA,0,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"47"
"42","307574","1386480","Bt","Bt1",13,30,NA,NA,NA,0,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"48"
"43","307574","1386481","Bt","Bt1",30,55,NA,NA,NA,0,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"49"
"44","307574","1386482","Cr","Cr",55,80,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"50"
"45","307957","1388246","A1","A",0,3,15,55,30,1,"SIL","sil",NA,NA,NA,NA,"slightly hard",NA,NA,NA,"sil",0.700098196975492,0.55750562253584,0.430767246056536,"7.5YR",6,4,NA,0.471354415000155,0.358982747804929,0.268153002774733,"7.5YR",4,3,NA,"#785C44","#B38E6E",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"#785C44","51"
"46","307957","1388247","A2","A",3,8,18,52,30,1,"SIL","sil",NA,NA,NA,NA,"slightly hard",NA,NA,NA,"sil",0.700098196975492,0.55750562253584,0.430767246056536,"7.5YR",6,4,NA,0.492390943618931,0.352334011287413,0.231332849659204,"7.5YR",4,4,NA,"#7E5A3B","#B38E6E",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7E5A3B","52"
"47","307957","1388242","Bw","Bt1",8,30,26,34,40,5,"L","l",NA,NA,NA,NA,"hard",NA,NA,NA,"l",0.637312000683057,0.440849295810215,0.248469983097938,"7.5YR",5,6,NA,0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,"#865728","#A3703F",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#865728","53"
"48","307957","1388243","2Bt1","Bt1",30,48,32,28,40,2,"CL","cl",NA,NA,NA,NA,"very hard",NA,NA,NA,"cl",0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,0.502631410365579,0.346240136796946,0.249955583871559,"5YR",4,4,NA,"#805840","#8A542F",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"#805840","54"
"49","307957","1388244","2Bt2","Bt2",48,58,37,23,40,0,"CL","cl",NA,NA,NA,NA,"rigid",NA,NA,NA,"cl",0.540971684161612,0.330593022989956,0.185293266355343,"5YR",4,6,NA,0.478992036156709,0.354581735026589,0.282167032877258,"5YR",4,3,NA,"#7A5A48","#8A542F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#7A5A48","55"
"50","307957","1388245","2Crt","Cr",58,83,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"56"
"51","307961","1388264","A","A",0,5,15,NA,NA,5,"L","l",NA,NA,NA,NA,NA,NA,NA,NA,"l",0.683382949203892,0.56568229972593,0.409892815571954,"10YR",6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#AE9069",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"57"
"52","307961","1388265","Bw1","Bt1",5,15,18,NA,NA,5,"L","l",NA,NA,NA,NA,NA,NA,NA,NA,"l",0.722415226994936,0.555720920397917,0.317003187852312,"10YR",6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#B88E51",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"58"
"53","307961","1388266","Bw2","Bt1",15,28,22,NA,NA,4,"L","l",NA,NA,NA,NA,NA,NA,NA,NA,"l",0.615741662283562,0.452396944704544,0.217776103977673,"10YR",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#9D7338",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"59"
"54","307961","1388267","Bt1","Bt1",28,48,28,NA,NA,3,"SCL","scl",NA,NA,NA,NA,NA,NA,NA,NA,"scl",0.637312000683057,0.440849295810215,0.248469983097938,"7.5YR",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#A3703F",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"60"
"55","307961","1388268","Bt2","Bt2",48,61,32,NA,NA,15,"CL","cl",NA,NA,NA,NA,NA,NA,NA,NA,"cl",0.700098196975492,0.55750562253584,0.430767246056536,"7.5YR",6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#B38E6E",0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"61"
"56","307961","1388269","Cr","Cr",61,86,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"62"
"57","307963","1388275","A1","A",0,5,11,NA,NA,7,"SL","sl",NA,NA,NA,NA,NA,NA,NA,NA,"sl",0.580112948378542,0.4622332887856,0.312595938398295,"10YR",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#947650",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"63"
"58","307963","1388276","A2","A",5,18,12,NA,NA,20,"GR-SL","sl",NA,NA,NA,NA,NA,NA,NA,NA,"sl",0.615741662283562,0.452396944704544,0.217776103977673,"10YR",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#9D7338",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"64"
"59","307963","1388277","Bw","Bt1",18,46,17,NA,NA,3,"L","l",NA,NA,NA,NA,NA,NA,NA,NA,"l",0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#865728",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"65"
"60","307963","1388278","Bt","Bt1",46,86,29,NA,NA,8,"CL","cl",NA,NA,NA,NA,NA,NA,NA,NA,"cl",0.525205461861359,0.340436997876344,0.157849232456166,"7.5YR",4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#865728",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"66"
"61","307963","1388279","Cr","Cr",86,111,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"67"
